CVE,Vendor,Product,Name,Added,Description,Action,Due,RansomwareCampaign,Notes,CVSS2,CVSS3x,EPSS,Percentile,KEVPercentile
CVE-2012-1889,Microsoft,XML Core Services,Microsoft XML Core Services Memory Corruption Vulnerability,6/8/2022,Microsoft XML Core Services contains a memory corruption vulnerability which could allow for remote code execution.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.97507,0.99982,1.00000
CVE-2012-0767,Adobe,Flash Player,Adobe Flash Player Cross-Site Scripting (XSS) Vulnerability,6/8/2022,Adobe Flash Player contains a XSS vulnerability that allows remote attackers to inject web script or HTML.,The impacted product is end-of-life and should be disconnected if still in use.,6/22/2022,Unknown,,4.3,,0.00278,0.64957,0.56002
CVE-2012-0754,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability,6/8/2022,Adobe Flash Player contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,6/22/2022,Unknown,,9.3,,0.97337,0.99873,1.00000
CVE-2012-0151,Microsoft,Windows,Microsoft Windows Authenticode Signature Verification Remote Code Execution Vulnerability,6/8/2022,"The Authenticode Signature Verification function in Microsoft Windows (WinVerifyTrust) does not properly validate the digest of a signed portable executable (PE) file, which allows user-assisted remote attackers to execute code.",Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.94583,0.99068,1.00000
CVE-2011-2462,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Universal 3D Memory Corruption Vulnerability,6/8/2022,The Universal 3D (U3D) component in Adobe Acrobat and Reader contains a memory corruption vulnerability which could allow remote attackers to execute code or cause denial-of-service (DoS).,Apply updates per vendor instructions.,6/22/2022,Unknown,,10,,0.97184,0.99777,1.00000
CVE-2011-0609,Adobe,Flash Player,Adobe Flash Player Unspecified Vulnerability,6/8/2022,Adobe Flash Player contains an unspecified vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,6/22/2022,Unknown,,9.3,,0.97333,0.99871,1.00000
CVE-2010-2883,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Stack-Based Buffer Overflow Vulnerability,6/8/2022,Adobe Acrobat and Reader contain a stack-based buffer overflow vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.77645,0.97956,1.00000
CVE-2010-2572,Microsoft,PowerPoint,Microsoft PowerPoint Buffer Overflow Vulnerability,6/8/2022,Microsoft PowerPoint contains a buffer overflow vulnerability that alllows for remote code execution.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.92019,0.98730,1.00000
CVE-2010-1297,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability,6/8/2022,Adobe Flash Player contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,6/22/2022,Unknown,,9.3,,0.35536,0.96760,0.74093
CVE-2009-4324,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Use-After-Free Vulnerability,6/8/2022,Use-after-free vulnerability in Adobe Acrobat and Reader allows remote attackers to execute code via a crafted PDF file.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.97030,0.99699,1.00000
CVE-2009-3953,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Universal 3D Remote Code Execution Vulnerability,6/8/2022,Adobe Acrobat and Reader contains an array boundary issue in Universal 3D (U3D) support that could lead to remote code execution.,Apply updates per vendor instructions.,6/22/2022,Unknown,,10,,0.97227,0.99806,1.00000
CVE-2009-1862,Adobe,"Acrobat and Reader, Flash Player","Adobe Acrobat and Reader, Flash Player Unspecified Vulnerability",6/8/2022,Adobe Acrobat and Reader and Adobe Flash Player allows remote attackers to execute code or cause denial-of-service (DoS).,"For Adobe Acrobat and Reader, apply updates per vendor instructions. For Adobe Flash Player, the impacted product is end-of-life and should be disconnected if still in use.",6/22/2022,Unknown,,9.3,,0.31276,0.96570,0.72297
CVE-2009-0563,Microsoft,Office,Microsoft Office Buffer Overflow Vulnerability,6/8/2022,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via a Word document with a crafted tag containing an invalid length field.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.83278,0.98172,1.00000
CVE-2009-0557,Microsoft,Office,Microsoft Office Object Record Corruption Vulnerability,6/8/2022,Microsoft Office contains an object record corruption vulnerability that allows remote attackers to execute code via a crafted Excel file with a malformed record object.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.96632,0.99552,1.00000
CVE-2008-0655,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Unspecified Vulnerability,6/8/2022,Adobe Acrobat and Reader contains an unespecified vulnerability described as a design flaw which could allow a specially crafted file to be printed silently an arbitrary number of times.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.95304,0.99196,1.00000
CVE-2007-5659,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Buffer Overflow Vulnerability,6/8/2022,Adobe Acrobat and Reader contain a buffer overflow vulnerability that allows remote attackers to execute code via a PDF file with long arguments to unspecified JavaScript methods.,Apply updates per vendor instructions.,6/22/2022,Unknown,,9.3,,0.97232,0.99809,1.00000
CVE-2006-2492,Microsoft,Word,Microsoft Word Malformed Object Pointer Vulnerability,6/8/2022,Microsoft Word and Microsoft Works Suites contain a malformed object pointer which allows attackers to execute code.,Apply updates per vendor instructions.,6/22/2022,Unknown,,7.6,,0.93478,0.98912,1.00000
CVE-2021-38163,SAP,NetWeaver,SAP NetWeaver Unrestricted File Upload Vulnerability,6/9/2022,SAP NetWeaver contains a vulnerability that allows unrestricted file upload.,Apply updates per vendor instructions.,6/30/2022,Unknown,,9,8.8,0.96507,0.99501,1.00000
CVE-2016-2386,SAP,NetWeaver,SAP NetWeaver SQL Injection Vulnerability,6/9/2022,SQL injection vulnerability in the UDDI server in SAP NetWeaver J2EE Engine 7.40 allows remote attackers to execute arbitrary SQL commands via unspecified vectors.,Apply updates per vendor instructions.,6/30/2022,Unknown,,7.5,9.8,0.34450,0.96719,0.73705
CVE-2016-2388,SAP,NetWeaver,SAP NetWeaver Information Disclosure Vulnerability,6/9/2022,The Universal Worklist Configuration in SAP NetWeaver AS JAVA 7.4 allows remote attackers to obtain sensitive user information via a crafted HTTP request.,Apply updates per vendor instructions.,6/30/2022,Unknown,,5,5.3,0.01417,0.85122,0.59180
CVE-2022-30190,Microsoft,Windows,Microsoft Windows Support Diagnostic Tool (MSDT) Remote Code Execution Vulnerability,6/14/2022,A remote code execution vulnerability exists when MSDT is called using the URL protocol from a calling application such as Word. An attacker who successfully exploits this vulnerability can run code with the privileges of the calling application.,Apply updates per vendor instructions.,7/5/2022,Unknown,,9.3,7.8,0.96798,0.99617,1.00000
CVE-2022-29499,Mitel,MiVoice Connect,Mitel MiVoice Connect Data Validation Vulnerability,6/27/2022,The Service Appliance component in Mitel MiVoice Connect allows remote code execution due to incorrect data validation.,Apply updates per vendor instructions.,7/18/2022,Known,,10,9.8,0.03545,0.90691,0.61954
CVE-2021-30533,Google,Chromium,Google Chromium Security Bypass Vulnerability,6/27/2022,Insufficient policy enforcement in the PopupBlocker for Chromium allows an attacker to remotely bypass security mechanisms. This vulnerability impacts web browsers using Chromium such as Chrome and Edge.,Apply updates per vendor instructions.,7/18/2022,Unknown,,4.3,6.5,0.03104,0.90079,0.61650
CVE-2021-4034,Red Hat,Polkit,Red Hat Polkit Out-of-Bounds Read and Write Vulnerability,6/27/2022,The Red Hat polkit pkexec utility contains an out-of-bounds read and write vulnerability that allows for privilege escalation with administrative rights.,Apply updates per vendor instructions.,7/18/2022,Unknown,,7.2,7.8,0.00046,0.13850,0.47130
CVE-2021-30983,Apple,iOS and iPadOS,Apple iOS and iPadOS Buffer Overflow Vulnerability,6/27/2022,Apple iOS and iPadOS contain a buffer overflow vulnerability that could allow an application to execute code with kernel privileges.,Apply updates per vendor instructions.,7/18/2022,Unknown,,9.3,7.8,0.00088,0.37125,0.51894
CVE-2020-3837,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,6/27/2022,"Apple iOS, iPadOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",Apply updates per vendor instructions.,7/18/2022,Unknown,,9.3,7.8,0.00134,0.48456,0.53447
CVE-2020-9907,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,6/27/2022,"Apple iOS, iPadOS, and tvOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",Apply updates per vendor instructions.,7/18/2022,Unknown,,9.3,7.8,0.00188,0.56372,0.54614
CVE-2019-8605,Apple,Multiple Products,Apple Multiple Products Use-After-Free Vulnerability,6/27/2022,"A use-after-free vulnerability in Apple iOS, macOS, tvOS, and watchOS could allow a malicious application to execute code with system privileges.",Apply updates per vendor instructions.,7/18/2022,Unknown,,9.3,7.8,0.00132,0.48237,0.53438
CVE-2018-4344,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,6/27/2022,"Apple iOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability which can allow for code execution.",Apply updates per vendor instructions.,7/18/2022,Unknown,,9.3,7.8,0.00397,0.70800,0.56855
CVE-2022-26925,Microsoft,Windows,Microsoft Windows LSA Spoofing Vulnerability,7/1/2022,Microsoft Windows Local Security Authority (LSA) contains a spoofing vulnerability where an attacker can coerce the domain controller to authenticate to the attacker using NTLM.,Apply remediation actions outlined in CISA guidance [https://www.cisa.gov/guidance-applying-june-microsoft-patch].,7/22/2022,Unknown,WARNING: This update is required on all Microsoft Windows endpoints but if deployed to domain controllers without additional configuration changes the update breaks PIV/CAC authentication. Read CISA implementation guidance carefully before deploying to domain controllers.,4.3,5.9,0.91432,0.98672,1.00000
CVE-2022-22047,Microsoft,Windows,Microsoft Windows Client Server Runtime Subsystem (CSRSS) Privilege Escalation Vulnerability,7/12/2022,Microsoft Windows CSRSS contains an unspecified vulnerability that allows for privilege escalation to SYSTEM privileges.,Apply updates per vendor instructions.,8/2/2022,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22047,7.2,7.8,0.00066,0.27195,0.49681
CVE-2022-26138,Atlassian,Confluence,Atlassian Questions For Confluence App Hard-coded Credentials Vulnerability,7/29/2022,"Atlassian Questions For Confluence App has hard-coded credentials, exposing the username and password in plaintext. A remote unauthenticated attacker can use these credentials to log into Confluence and access all content accessible to users in the confluence-users group.",Apply updates per vendor instructions.,8/19/2022,Unknown,https://confluence.atlassian.com/doc/questions-for-confluence-security-advisory-2022-07-20-1142446709.html,,9.8,0.96601,0.99541,1.00000
CVE-2022-27924,Zimbra,Collaboration (ZCS),Zimbra Collaboration (ZCS) Command Injection Vulnerability,8/4/2022,Zimbra Collaboration (ZCS) allows an attacker to inject memcache commands into a targeted instance which causes an overwrite of arbitrary cached entries.,Apply updates per vendor instructions.,8/25/2022,Unknown,https://wiki.zimbra.com/wiki/Zimbra_Releases/9.0.0/P24.1#Security_Fixes,5,7.5,0.09665,0.94234,0.65739
CVE-2022-34713,Microsoft,Windows,Microsoft Windows Support Diagnostic Tool (MSDT) Remote Code Execution Vulnerability,8/9/2022,A remote code execution vulnerability exists when Microsoft Windows MSDT is called using the URL protocol from a calling application.,Apply updates per vendor instructions.,8/30/2022,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34713,,7.8,0.58290,0.97439,0.92815
CVE-2022-30333,RARLAB,UnRAR,RARLAB UnRAR Directory Traversal Vulnerability,8/9/2022,"RARLAB UnRAR on Linux and UNIX contains a directory traversal vulnerability, allowing an attacker to write to files during an extract (unpack) operation.",Apply updates per vendor instructions.,8/30/2022,Unknown,Vulnerability updated with version 6.12. Accessing link will download update information: https://www.rarlab.com/rar/rarlinux-x32-612.tar.gz,5,7.5,0.83792,0.98194,1.00000
CVE-2022-27925,Zimbra,Collaboration (ZCS),Zimbra Collaboration (ZCS) Arbitrary File Upload Vulnerability,8/11/2022,"Zimbra Collaboration (ZCS) contains flaw in the mboximport functionality, allowing an authenticated attacker to upload arbitrary files to perform remote code execution. This vulnerability was chained with CVE-2022-37042 which allows for unauthenticated remote code execution.",Apply updates per vendor instructions.,9/1/2022,Unknown,https://blog.zimbra.com/2022/08/authentication-bypass-in-mailboximportservlet-vulnerability/,6.5,7.2,0.96884,0.99648,1.00000
